0,-0.075695570451311256,-0.086967628225039131,-0.046935741559484004,-0.040278720047461573,0
1,-0.055352385892521359,-0.16860215944100859,-0.12143080419879571,-0.1110825016573541,0
2,-0.045282705880655964,-0.12892743319927266,-0.087485604337070089,-0.10777456034983508,0
3,-0.036207839195868077,-0.050971093363681871,-0.016320922403632525,-0.018160953068753333,0
4,-0.066878756847607385,-0.08939856304684507,-0.040147823557056636,-0.046543052088269199,0
5,-0.054202366726820855,-0.16152252925996452,-0.12702569418867524,-0.11133681483871226,0
6,-0.035085869278111491,-0.10737439107916857,-0.06448896092278586,-0.08459466184898394,0
7,-0.038343321939331453,-0.054838149680216254,-0.0093983680110743678,-0.014305116451396521,0
8,-0.057330792847498813,-0.06754632894867256,-0.028980482975652713,-0.036583699118316534,0
9,-0.04857755753913448,-0.16253230218594544,-0.1289106036505063,-0.12616551725172853,0
10,-0.042393633342432742,-0.12608884930734848,-0.092541948766426449,-0.096966250142113269,0
11,-0.040211401852396175,-0.059232531858096231,-0.023172418701399435,-0.022704931235667521,1
12,-0.066817048502130771,-0.079947836439608733,-0.044863837111360168,-0.055960119597972841,1
13,-0.051410531581469875,-0.15097975193277843,-0.11664747244942679,-0.1189475107808278,1
14,-0.035091479127700276,-0.13624267706304563,-0.090829074691984729,-0.057858118708844407,1
15,-0.038072179209206948,-0.064397333379502403,-0.022140206377063373,-0.012408987290387884,1
16,-0.065724997782181035,-0.085598824925376085,-0.051838750100080301,-0.030289447879702069,1
17,-0.056279881024533469,-0.16247246379033176,-0.12373832232964843,-0.11954963463669049,1
18,-0.041292232873168362,-0.1239122276669007,-0.083741964711488939,-0.084190752678591566,1
19,-0.039229678174359163,-0.075269221882563755,-0.033030794378754003,-0.03502790083236073,1
20,-0.064545059418673681,-0.077053154051796732,-0.043790485890039699,-0.043251940329516535,1
21,-0.042616157376121136,-0.14458452340156586,-0.11747025038911495,-0.11613510618698461,1
22,-0.048442921149003691,-0.12124193926264001,-0.082373161411825893,-0.064264566939234533,1
23,-0.043826014937435327,-0.061689645977983161,-0.01911836739857229,-0.014245278055782835,1
24,-0.062289899883982938,-0.077767474899435099,-0.0379338029193503,-0.044280412754126745,1
25,-0.036950209291450355,-0.15104333022811797,-0.1027574848676002,-0.12052200856541287,1
26,-0.029588216681104201,-0.12445077322742387,-0.082649913991539189,-0.082354461913196619,1
27,-0.032131348494685803,-0.073126259339648669,-0.029212356758655744,-0.029489109338369034,1
28,-0.063845698169938736,-0.080108652127820507,-0.032840059492735385,-0.043236980730613113,1
29,-0.046116703519521698,-0.16672472977862923,-0.12823368180012651,-0.1270032547903201,1
30,-0.036555649870372624,-0.12880775640804529,-0.10514915074228466,-0.10652543384139941,1
31,-0.036952079241313288,-0.060859388238843286,-0.018830395119681431,-0.025214403951716428,1
32,-0.05644069671274525,-0.073085120442664256,-0.021272549640664943,-0.036875411296933253,1
33,-0.04386902378428266,-0.15007469619912145,-0.10667689978029656,-0.10323993193223553,1
34,-0.034382768129650694,-0.12533338956272572,-0.084931252824310924,-0.0759891525797909,1
35,-0.031796627469221753,-0.062153393543989216,-0.040353518041978682,-0.02400267644053931,1
36,-0.064868560744960169,-0.065339788110417935,-0.041913056227660339,-0.029433010842481205,1
37,-0.053220643048783836,-0.15520583862299492,-0.12467329726111226,-0.11266447924139089,1
38,-0.053445037032335156,-0.12704626363716745,-0.091236723762102956,-0.082242264921420963,1
39,-0.044175695561802793,-0.079345712583746036,-0.041284753073716651,-0.039470901706676831,1
40,-0.06448709097292292,-0.078319110108998752,-0.036637927664341437,-0.024599190446813232,1
41,-0.044469277690282437,-0.15336767790773703,-0.10296878920211103,-0.11845197406715197,1
42,-0.035738481780273237,-0.11700276292338303,-0.073002842648695443,-0.090524272864327515,1
43,-0.039033333438751761,-0.047951124335053719,-0.018076805324921588,-0.015627171004486368,1
44,-0.059845875413136497,-0.078999771859104409,-0.044861967161497242,-0.05201639533705843,1
45,-0.055647837970863923,-0.148535727461932,-0.12061737600842218,-0.1135714049249108,1
46,-0.042118750712582378,-0.12543623680518673,-0.086324365472192022,-0.07166395854683924,1
47,-0.04278819276351048,-0.063849438069664602,-0.034465045923619514,-0.021453934777368924,1
48,-0.062003797554955005,-0.057994625048838129,-0.020636766687269541,-0.023615596818913287,1
49,-0.048841220469807281,-0.16730815413586267,-0.13197358152598179,-0.11954402478710172,1
50,-0.041224914678102964,-0.13895784426401658,-0.084205712277494987,-0.071637779248758263,1
51,-0.037550463197450132,-0.067306975366217825,-0.026242876376326635,-0.020724654330827142,1
52,-0.060932316283497462,-0.066156956200517314,-0.037275580567599768,-0.047165745392624109,1
53,-0.049404075378548504,-0.14332604714381555,-0.10599249813046503,-0.11149202067733525,1
54,-0.040703198666346148,-0.13750489322052178,-0.094094007152656409,-0.086919009528603014,1
55,-0.041069708839479968,-0.071497533009038688,-0.032742822099863143,-0.030844822988991581,1
56,-0.066201834997227579,-0.07002588246691463,-0.029928547556157033,-0.021104254153001455,1
57,-0.04627377930800762,-0.16521755018910955,-0.11350034683011954,-0.12076510204759347,1
58,-0.040243191000065945,-0.11167901566362802,-0.070564428027437787,-0.092033322403710136,1
59,-0.033176650468062362,-0.067329414764572951,-0.026794511585890291,-0.043786745990313847,1
60,-0.058226498831841153,-0.074020095374128084,-0.035631894638086366,-0.037105415130073351,1
61,-0.043354787571977554,-0.15307035587953155,-0.10946125512619582,-0.11721780715761972,1
62,-0.033389824752436112,-0.12676203125800245,-0.091919255462071539,-0.086567458954372609,1
63,-0.030044484447658545,-0.069214324226404028,-0.029749032369315979,-0.020563838642615365,1
64,-0.04926382913882893,-0.066239233994486127,-0.028198843932948955,-0.027134842460943123,1
65,-0.040862144404695003,-0.15787051717766681,-0.12790457062425123,-0.11318993515287357,1
